judul,penulis,dp1,dp2,abstrak
"Pengembangan Software Audit Teknologi Informasi
Berdasarkan COBIT 4.1 Framework pada
Domain Plan and Organize (PO)
", R. Ahmad Hafiduddin Amirullah," Wahyudi Agustiono, S.Kom., M.Sc., Ph.D","Sigit Susanto Putro, S.Kom., M.Kom ","Audit teknologi informasi adalah proses mengumpulkan dan mengevaluasi fakta apakah software komputerisasi sebuah perusahaan/ instansi terlindungi, dan integritas data terpelihara, sesuai dengan tujuan organisasi untuk mencapai efektifitas, dan efisiensi dalam penggunaan sumber daya. dengan dilakukan audit teknologi informasi diharapkan dapat diperoleh informasi yang relevan dan komperehensif, serta efektif dan efisien bagi auditor guna membantu didalam pengambilan keputusan. namun didalam implementasinya, proses auditing masih banyak dilakukan secara konvensional (manual) sehingga dibutuhkan sumber daya (waktu dan tenaga) yang cukup besar. pada tugas akhir ini dibuatlah suatu aplikasi sistem audit teknologi informasi berbasis web sebagai salah satu solusi dan pengembangan auditing untuk menangani permasalahan proses auditing tersebut. aplikasi sistem audit yang dibangun menggunakan standar kerangka kerja tata kelola it cobit 4.1 dengan mengambil domain plan and organize (po). hasil perhitungan maturity level dan bentuk kuesioner yang disajikan lebih terperinci, karena aplikasi yang dibangun menggunakan metode linkert.  hasil pengujian terhadap aplikasi sistem audit yang dibangun menunjukkan bahwa aplikasi memiliki fitur-fitur yang mudah digunakan oleh pengguna (user friendly). aplikasi yang dirancang juga memberikan fleksibilitas bagi pengguna didalam memilih butir-butir pertanyaan audit. hasil penilaian menunjukkan bahwa aplikasi yang dibangun memiliki kualitas sistem yang bagus.  kata kunci :  audit teknologi informasi, cobit 4.1, plan and organize (po)"
PENGENALAN TANDA TANGAN DENGAN METODE MODIFIED DIRECTION FEATURE (MDF) DAN EUCLIDEAN DISTANCE, Kurniatin," Fitri Damayanti, S.Kom., M.Kom","Dr. Indah Agustien S., S.Kom.,M.Kom","Tanda tangan adalah sebuah bentuk khusus dari tulisan tangan yang mengandung karakter khusus dan bentuk – bentuk tambahan yang sering digunakan sebagai bukti verifikasi identitas seseorang. seiring dengan perkembangan teknologi, saat ini sistem pengenalan tanda tangan dapat dilakukan oleh sistem komputer. penelitian ini membangun sistem pengenalan tanda tangan dengan menggunakan metode euclidean distance. sebelum masuk ke dalam metode euclidean distance , citra tanda tangan mengalami proses ekstraksi ciri untuk mendapatkan ciri penting dari citra dengan metode modified direction feature (mdf). metode modified direction feature (mdf) adalah metode untuk memperoleh fitur dari semua arah untuk fitur yang lebih spesifik. vektor ciri hasil dari mdf kemudian akan menjadi data input untuk proses klasifikasi menggunakan metode  euclidean distance. hasil akurasi dalam pengenalan citra tanda tangan ini didapatkan tingkat akurasi tertinggi sebesar 76 % dan terendah 41% dari 4 sekenario.  kata kunci : modified direction feature (mdf), euclidean distance, vektor fitur."
Pengenalan Tanda Tangan Menggunakan Metode Moment Invarian Dan Euclidean Distance, Fatimatus Sa'diyah," Fitri Damayanti, S.Kom., M.Kom","Dr. Indah Agustien S., S.Kom., M.Kom","Selama ini banyak tanda tangan palsu yang digunakan untuk keperluan tertentu. dalam mengatasi masalah ini, terciptalah suatu penelitian pengenalan tanda tangan secara offline yang melalui banyak proses diantaranya prepocessing, ekstraksi fitur dan klasifikasi. dalam ekstraksi fitur menggunakan metode moment invariant  yang prinsip kerjanya mengelompokkan matrik ke dalam vektor yang dihasilkan. dari proses ini akan menjadi masukan ke proses pengenalan yang diukur kemiripannya. pengukuran dilakukan pada setiap titik (piksel) citra, sedangkan citra yang mirip akan mempunyai jarak yang bernilai 0. konsep jarak yang digunakan pada penelitian ini adalah jarak menggunakan metode euclidean distance. hasil akurasi dalam pengenalan citra tanda tangan ini didapatkan tingkat akurasi tertinggi sebesar 80% dan terendah 41% dari 4 sekenario sehingga diperoleh rata-rata akurasi 63.25%.   kata kunci : prepocessing, moment invariant, euclidean distance."
Sistem Pakar Pendeteksi Penyakit pada Balita Menggunakan Metode Certainty Factor, Imam Syafiuddin," Wahyudi Agustiono, S.Kom.,M.Sc.,Ph.D","Achmad Jauhari, S.T., M.Kom.","Kesehatan pada anak yang memiliki usia dibawah lima tahun atau istilahnya disebut balita, merupakan hal yang sangat berharga bagi orang tua. seorang anak pada usia balita  masih rentan terkena penyakit, kemampuan analisa yang tepat dan akurat merupakan hal penting yang diperlukan dalam melakukan diagnosa penyakit. dalam hal ini, untuk mengatasi permasalahan tersebut salah satu solusinya adalah sistem pakar yang dapat mendiagnosa penyakit pada balita, agar dapat melakukan pencegahan lebih awal. sistem pakar tersebut mengadopsi pengetahuan para ahli dibidangnya, kemudian direpresentasikan dalam bentuk aturan. sistem pakar yang dibangun menggunakan metode certainty factor, metode ini sangat cocok dalam pengambilan keputusan untuk mendiagnosa penyakit pada balita yang mengandung ketidakastian. sistem yang dibangun berbasis web untuk memudahkan dalam penggunaanya, sehingga dapat digunakan oleh masyarakat luas. hasil uji konsultasi dengan sistem ini yang melibatkan dua dokter spesialis anak, menunjukkan bahwa sistem mampu menentukan penyakit dengan presentase tingkat akurasi keberhasil sebesar 76% - 84% melalui pengujian dokter dan 80% saat dilakukan uji coba pada pasien .    kata kunci : penyakit pada balita, certainty factor, sistem pakar."
, Nadia Ma'rifatul Khoiriyah," Achmad Jauhari, S.T., M.Kom.","Yoga Dwitya Pramudita, S.Kom., M.Cs.",
"SELEKSI FITUR DENGAN PARTICLE SWARM 
OPTIMIZATION PADA TIME AND FREQUENCY
DOMAIN UNTUK DETEKSI EPILEPSI BERBASIS
ELECTROENCEPHALOGRAM
", Ade Sedayu," Dr.Arif Muntasa, S.Si., M.T.","Dr. Indah Agustien S.,S.Kom.","Epilepsi atau ayan adalah sebuah penyakit neurologi yaitu penyakit yang menyerang saraf otak. penyakit ini menyebkan neuron pada otak mengeluarkan listrik yang berlebihan sehingga mengganggu saraf motorik. dengan memanfaatkan data dari elektroensefalogram (eeg) yang merupakan teknik untuk mengukur aktivitas kelistrikan pada otak dengan memasang elektoda disekitar kulit kepala, maka dapat membantu dalam mendiagnosa penderita epilepsi. penelitian ini bertujuan untuk mengklasifikasi hasil dari proses perekaman sinyal eeg untuk mendeteksi epilepsi. metode yang digunakan adalah time and frequency domain untuk proses ekstraksi fitur, particle swarm optimization untuk ekstraksi fitur dan mahalonubis untuk klasifikasi. data yang digunakan didapat dari bern-barcelona eeg database dengan jumlah keseluruhan data 3750 percobaan untuk 5 individu. hasil dari penelitian ini didapatkan akurasi sebesar 78.67% dengan menggunakan 60% data sebagai data pelatihan dan menggunakan metode pso untuk seleksi fitur."
PENERAPAN KONSEP MODEL VIEW CONTROLLER PADA PEMBUATAN APLIKASI REGISTRASI ASRAMA, Fitria Najatul Laili," Firdaus Solihin, S.Kom., M.Kom.","Ach. Khozaimi, S.Kom., M.Kom.","Proses registrasi asrama saat ini membutuhkan waktu dan tenaga yang banyak serta proses rekap data yang belum terorganisir dengan baik. aplikasi registrasi asrama dibuat untuk mengatasi masalah tersebut. aplikasi ini dibangun dengan menerapkan konsep model view controller (mvc) yang memisahkan antara desain, data dan proses. hasil penelitian ini menunjukkan bahwa  penerapan konsep mvc pada  aplikasi registrasi asrama dapat memudahkan developer dalam pembangunan aplikasi. selain itu berdasarkan hasil perhitungan kuisioner yang telah dilakukan dari 6 jenis responden, dapat disimpulkan bahwa rata-rata presentase ketercapaian sistem yaitu sebesar 99.57%  menyatakan sesuai dan 0.42%  menyatakan tidak sesuai."
PENGUKURAN KUALITAS KEAMANAN WEBSITE E-COMMERCE MENGGUNAKAN METODE FUZZY ANALYTICAL HIERARCHY PROCESS, Ibnul Jazari," Eza Rahmanita  S.T., M.T","Novi Prastiti, S.Kom., M.Kom","Website e-commerce  yang aman dapat melindungi informasi pengguna atau pelanggan. sejumlah masalah keamanan e-commerce muncul seiring dengan bertambahnya transaksi. pada penelitian ini kami menggunakan metode fuzzy analytic hierarchy process (fahp). logika fuzzy digunakan untuk variabel ketidakpastian atau samar, sedangkan ahp tepat dalam mempertimbangkan karakteristik baik kualitatif maupun kuantitatif yang lebih dekat dengan situasi nyata. dari penelitian yang telah dilakukan diketahui bahwa situs tokopedia.com sebagai e-commerce terbaik dalam segi keamanan website, karena semua e-commerce pada tools secure web test memperoleh nilai yang sama, dan pada tools asafa web menduduki peringkat 1 serta pada tools observatory menduduki peringkat 2."
PENGEMBANGAN VIRTUAL REALITY EKSPLORASI BERBASIS FINITE STATE MACHINE UNTUK AKSES PERPUSTAKAAN, Rio Arianto," Cucun Very Angkoso, S.T., M.T.","Ari Kusumaningsih, S.T., M.T.",
IMPLEMENTASI SEO PADA WEB ONLINE, Huzaini," Firdaus Solihin, S.Kom., M.Kom","Yoga Dwitya Pramudita, S.Kom. M.Cs","Ukm (usaha kecil menengah) merupakan susaha kecil dan menengah disingkat ukm adalah sebuah istilah yang mengacu ke jenis usaha kecil yang memiliki kekayaan bersih paling banyak rp 200.000.000 tidak termasuk tanah dan bangunan tempat usaha. dan usaha yang berdiri sendiri.seo adalah singkatan dari ""search engine optimization"" (pengoptimalan mesin telusur) atau ""search engine optimizer"". penggunaan jasa seo adalah keputusan besar yang dapat meningkatkan peringkat situs anda dan menghemat waktu, tapi juga berisiko tinggi terhadap situs dan reputasi."
PENERAPAN METODE MULTI-ATTRIBUTE GLOBAL INFERENCE OF QUALITY (MAGIQ) DALAM MENDUKUNG KEPUTUSAN UNTUK SELEKSI KARYAWAN BARU, Agus Shodiqul Amin," Sigit Susanto Putro, S.Kom., M.Kom","Eza Rahmanita, S.T., M.T","Di sebuah perusahaan ataupun instansi, setiap tahun kadang ada pengambilan karyawan, termasuk di fakultas ekonomi universitas trunojoyo madura. yang mana, hampir setiap tahun selalu ada seleksi karyawan baru untuk mengisi kekosongan bagian yang belum ada. proses seleksi yang ada di fakultas ekonomi selama ini masih bersifat manual belum terkomputerisasi. data pelamar dan rekapan pengalaman kerja pelamar masih diketik secara manual sesuai dengan berkas yang dikumpulkan oleh pelamar. hal inilah yang akan membutuhkan waktu lama dalam penyimpanan datanya. hasil dari perhitungan seleksi calon karyawan masih berupa coretan-coretan di kertas, yang nantinya hasil itu diberikan kepada admin untuk menghitungnya, sehingga bisa diketahui calon pelamar yang layak diterima sesuai kualifikasi yang dibutuhkan. berdasarkan hasil uji coba sistem yang dilakukan dapat diketahui bahwa menggunakan metode magiq untuk seleksi karyawan baru, hasil akhirnya memberikan kemudahan dalam proses seleksi karyawan baru dengan memiliki 87% tingkat kemudahan dari jumlah total 50 orang responden "
KLASIFIKASI PENYAKIT ACUTE LYMPHOBLASTIC LEUKEMIA PADA CITRA MIKROSKOPIS SEL DARAH MENGGUNAKAN MAHALANOBIS DISTANCE, Novia Faizatin Nurikha," Dr. Arif Muntasa, S.Si., M.T. ","Dr. Indah Agustien Siradjuddin, S.Skom., M.Kom","Acute lymphoblastic leukemia (all) merupakan penyakit kanker yang ditandai dengan pertumbuhan sel darah putih yang sangat cepat dan mematikan. apabila tidak segera diobati akan menyebabkan kematian dalam hitungan minggu hingga hari, untuk itu perlu penanganan secara cepat. diagnosa penyakit all kebanyakan dilakukan secara manual, membutuhkan tenaga ahli, peralatan laboratorium yang memadai serta waktu yang cukup lama. untuk mengatasi permasalahan tersebut pada penelitian ini dilakukan identifikasi acute lymphoblastic leukemia menggunakan teknik pengolahan citra. adapun tahapan-tahapan yang dilakukan adalah preprocessing, segmentasi, ekstraksi fitur dan klasifikasi citra. metode yang diterapkan pada setiap tahapan adalah sebagai berikut metode contras stretching untuk perbaiakan citra, metode otsu thresholding berdasarkan warna hsv untuk segmentasi, sedangkan untuk ekstraksi fitur menggunakan fitur hibrid gabungan antara fitur bentuk dan tekstur gray level co-occurrancy matrix (glcm), yang kemudian akan di klasifikasikan menggunakana metode mahalanobis distance. database yang digunkan dalam penelitian ini adalah database allidb2, yang terdiri dari 260 gambar yaitu 130 all-positif dan 130 all-negatif. pada pengujian ini mendapatkan rata-rata akurasi tertinggi sebesar 85.40% dengan sensitivity 85.8 % dan specificity 85.0%."
PEMODELAN SISTEM DINAMIK UNTUK MENINGKATKAN PRODUKTIVITAS GARAM DENGAN PENAMBAHAN SALURAN BARU, Nurul Aisyah, Sigit Susanto Putro,Achmad Jauhari,"Sumenep merupakan salah satu sentra garam dengan luas lahan produktif sebesar 2767 ha dan lahan potensial sebesar 1214 ha. kebutuhan garam nasional cenderung mengalami peningkatan seiring dengan meningkatnya pertambahan penduduk dan permintaan industri. peningkatan kebutuhan garam tidak seimbang dengan potensi produksi garam yang ada. solusi yang dapat digunakan adalah melalui pendekatan simulasi sistem dinamik. metode tersebut sangat cocok untuk variabel yang selalu berubah.  berdasarkan hasil simulasi dari pemodelan sistem dinamik, produktivitas garam dapat meningkat sebesar  25%. pada  pengembangan skenario, pada skenario pembuatan saluran baru kondisi optimistic produktivitas garam dalam bentuk rupiah dapat meningkat sebesar 21,94%, kondisi most likely dapat meningkat sebesar 21% dan pada kondisi pessimistic produktivitas garam dalam bentuk rupiah menurun menjadi 18,58%."
IDENTIFIKASI ACUTE LYMPHOBLASTIC LEUKEMIA PADA CITRA SEL DARAH MIKROSKOPIS MENGGUNAKAN SEGMENTASI FUZZY C-MEANS DAN KLASIFIKASI NAIVE BAYES, Dyah Ayu Ekowati Saputri," Dr.Arif Muntasa, S.Si.,M.T","Dr.Indah Agustien Siradjuddin. S.Kom., M.Kom","Pada proses identifikasi leukemia ada beberapa masalah yang terjadi yaitu lamanya proses atau prosedure dimana memakan waktu yang lama sehingga membuat proses identifikasi tidak efisien. dengan adanya permasalahan tersebut maka akan diselesaikan menggunakan metode naive bayes sebagai proses klasifikasi. algoritma pengolahan citra yang digunakan adalah contras stretching dengan menggunakan metode fuzzy c-means (fcm) sebagai proses segmentasi dan ekstraksi ciri menggunakan gray level cooccurence matrix (glcm) dengan menggunakan 6 fitur glcm berdasarkan sudut 0°, 45°, 90° dan 135°. tujuan dari penelitian ini adalah mengimplementasikan algoritma naive bayes sebagai klasifikasi leukemia apakah termasuk all_positif atau all_negatif dan mengetahui hasil akurasi dari sistem yang dibuat. pada proses pengujian digunakan 260 citra yaitu 130 all-positif dan 130 all-negatif. hasil penelitian menunjukkan bahwa klasifikasi berdasarkan ekstraksi fitur glcm mendapat akurasi sebesar 78% dalam mengklasifikasi sel darah putih."
PENERAPAN METODE CASE BASED REASONING UNTUK IDENTIFIKASI PENYAKIT INFEKSI SALURAN PERNAFASAN AKUT (ISPA), , ,,
Klasterisasi Abstraksi Karya Ilmiah Menggunakan Metode K-Means, Muhammad Nur Ikhwan," Mula'ab, S.Si., M.Kom.","Iwan Santosa, S.T., M.T.","Banyaknya jumlah karya ilmiah yang tersedia menyebabkan dokumen sangat banyak dan beragam sehingga pengelompokkan menjadi sulit. oleh karena itu, dibutuhkan suatu metode yang dapat mengelompokkan dokumen sesuai kategori. klasterisasi merupakan metode data mining untuk mengelompokkan data sesuai dengan karaktersitik, sehingga dapat membantu pengguna dalam proses pencarian dokumen dengan cepat. metode yang digunakan dalam penelitian ini adalah metode k-means yang merupakan salah satu metode klaster yang bersifat unsupervised learning. tujuan dari penelitian ini adalah untuk mengetahui tingkat akurasi metode k-means dalam klasterisasi karya ilmiah. pada proses ini pengelompokkan karya ilmiah abstraksi dibagi tiga kategori yaitu hukum, pertanian dan teknik. pengujian hasil clustering menggunakan k-means menghasilkan nilai rata-rata precision dan recall masing-masing 55.2 %, 51.1% serta akurasi sebesar 50.3%."
PERANCANGAN DAN PEMBUATAN APLIKASI PENILAIAN KULIAH KERJA NYATA LPPM UTM MENGGUNAKAN METODE RATING SCALE, Masdar Wiyono," Firdaus Solihin, S.Kom., M.Kom.","Sigit Susanto Putro, S.Kom., M.Kom.","Kkn (kuliah kerja nyata) merupakan salah satu mata kuliah wajib universitas di universitas trunojoyo madura. selama ini proses penilaian kkn masih menggunakan cara manual sehingga memiliki beberapa kelemahan antara lain, objektivitas dan dasar penilaian kurang terjaga serta  proses penilaian butuh waktu yang lama. karena itu, keberadaan sebuah sistem penilalian kkn yang menerapkan teknologi informasi sangat dibutuhkan. salah satu  metode yang dapat diterapkan yaitu metode rating scale karena mudah dan praktis untuk menilai mahasiswa yang mengikuti kegiatan kkn yang jumlahnya banyak. metode rating scale dikenal dengan skala bertingkat, yaitu berupa suatu daftar yang berisi tentang sifat atau ciri-ciri tingkah laku yang ingin dinilai yang sudah sesuai dengan kriteria yang mau dinilai dan dicatat secara bertingkat dimulai dari nilai terendah hingga nilai yang tertinggi. hasil dari penelitian ini yaitu, penggunaan metode rating scale pada sistem penilaian kuliah kerja nyata lppm utm dapat saja mempengaruhi perubahan nilai, dan perubahan nilai itu disebabkan oleh konversi dari hasil input penilaian manual ke rating scale. selain itu berdasarkan hasil pengujian aplikasi ini layak digunakan."
